pied-billed grebe,ಪೈಡ್ ಕೊಕ್ಕಿನ ಗುಳುಮುಳುಕ,Pied-billed Grebe
Piedmont glacier,ಪೀಡ್ಮಾಂಟ್ ಹಿಮನದಿ,Piedmont Glacier
pier,pier,pier
pier arch,ಪಿಯರ್ ಕಮಾನು,Pere Arch
pier glass,ಪಿಯರ್ ಗಾಜಿನ,Pier glass
pierid,pierid,pierid
pig bed,ಹಂದಿ ಹಾಸಿಗೆಯ,Pig bed
pigfish,pigfish,pigfish
pigmy talinum,ಸಣ್ಣ ಉಳಿತಾಯ talinum,Small savings talinum
pigsticking,pigsticking,pigsticking
pigweed,ಪಿಗ್್ವೀಡ್,Pigweed
pilaf,ಪರಿಪೂರ್ಣ ರಿಸೊಟ್ಟೊ,The perfect risotto
pile,ರಾಶಿಯನ್ನು,A pile of
pile driver,ರಾಶಿಯನ್ನು ಚಾಲಕ,The pile driver
pilgrim,ಯಾತ್ರಿ,Pilgrim
pill bottle,ಮಾತ್ರೆ ಬಾಟಲ್,Pill bottle
pillar,ಪಿಲ್ಲರ್,Pillar
pilot engine,ಪೈಲಟ್ ಎಂಜಿನ್,Pilot engine
pilot light,ಪ್ರಾಯೋಗಿಕ ಬೆಳಕು,Pilot light
pimento butter,ಪಿಮೆಂಟೊ ಬಟರ್,Pimento butter
pin cherry,ಪಿನ್ ಚೆರ್ರಿ,Pin Cherry
pine fern,ಪೈನ್ ಜರೀಗಿಡ,Pine fern
pine grosbeak,ಪೈನ್ ನೀಳಚಂಚು,Pine grosbeak
pine nut,ಪೈನ್ ಕಾಯಿ,Pine nut
pine-barren sandwort,ಪೈನ್-ಕುರುಚಲು ಮೇಡುಗಳು ಗಿಡ್ಡ ಗಿಡ,"Pine-scrub high places, sandwort"
pineapple,ಅನಾನಸ್,Pineapple
pinfold,ದೊಡ್ಡಿ,Greenyard
pinion,ಚಕ್ರ,The wheel
pink cockatoo,ಗುಲಾಬಿ cockatoo,Pink cockatoo
pink lady,ಗುಲಾಬಿ ಲೇಡಿ,Pink Lady
pinnate leaf,ಗರಿಯಂಥ ಎಲೆ,Pinnate leaf
Pinot noir,ಪಿನಾಟ್,Pinot noir
pintle,pintle,pintle
pinto,ಪಿಂಟ್,Pint
pinto bean,ಪಿಂಟೋ ಬೀನ್,Pinto Bean
pinwheel,pinwheel,pinwheel
pinwheel roll,pinwheel ರೋಲ್,pinwheel ರೋಲ್
pipal,pipal,pipal
pipe,ಪೈಪ್,Pipe
pipe bomb,ಪೈಪ್ ಬಾಂಬ್,Pipe Bomb
pipe cutter,ಪೈಪ್ ಕಟ್ಟರ್,Pipe Cutter
pipefish,pipefish,pipefish
pipefitting,pipefitting,pipefitting
piping crow,ಕೊಳವೆಗಳ ಕಾಗೆ,Piping crow
piping guan,ಕ್ರಿಟಿಕಲ್ ವೀಕ್ಷಿಸಿ,Critical View
pipistrelle,pipistrelle,pipistrelle
Pippin,ಪಿಪ್ಪಿನ್,Pippin
pipsissewa,pipsissewa,pipsissewa
pirogi,ಪೈ,Pie
pisser,ಪೀ,Pei
pistia,pistia,pistia
pistol,ಪಿಸ್ತೂಲ್,Pistol
pistol grip,ಪಿಸ್ತೂಲು ಹಿಡಿತ,Pistol grip
piston,ಪಿಸ್ಟನ್,Piston
piston ring,ಪಿಸ್ಟನ್ ರಿಂಗ್,Piston Ring
pit,ಪಿಟ್,Pit
pit viper,ಪಿಟ್ ವೈಪರ್,Pit Viper
peg,peg,peg
pier,pier,pier
pipal,pipal,pipal
pitahaya,pitahaya,pitahaya
pitch pipe,ಪಿಚ್ ಪೈಪ್,Pitch Pipe
pitcher,ಪಿಚರ್,Pitcher
pitcher plant,ಹೂಜಿ ಎಲೆ ಸಸ್ಯ,Pitcher plant
pitcher sage,ಪಿಚರ್ ಸಂತ,Pitcher St.
pivot,ಪಿವೋಟ್,Pivot
place of worship,ಪೂಜಾ ಸ್ಥಳ,Place of worship for
placket,ಹೆಂಗಸಿನ ಅಂಗಿಯ ಜೇಬು,Placket
placoderm,placoderm,placoderm
plage,ಬೀಚ್,The Beach
plagiarist,plagiarist,plagiarist
plain,ಸರಳ,Simple
plain wanderer,ಸರಳ ವಾಂಡರರ್,Simple wanderer
plains spadefoot,ಬಯಲು spadefoot,Plains spadefoot
plainsman,ಬಯಲುಪ್ರದೇಶದಲ್ಲಿ,Plain
planarian,planarian,planarian
plane seat,ಪ್ಲೇನ್ ಸ್ಥಾನವನ್ನು,Plane position
planetarium,ತಾರಾಲಯ,Planetarium
planking,planking,planking
planner,ಯೋಜಕ,Planner
plant,ಸಸ್ಯ,The plant
plantain,ಬಾಳೆ,Banana
planter's punch,ತೋಟದ ಮಾಲೀಕರ ಹೊಡೆತವನ್ನು,Planter's punch
plasterer,ಗಿಲಾವುಗಾರನ,Plasterer
plastering trowel,plastering trowel,plastering trowel
plastic bag,ಪ್ಲಾಸ್ಟಿಕ್ ಚೀಲ,Plastic bag
plastron,ಎದೆಯ,Chest
plate,ಪ್ಲೇಟ್,Plate
platen,platen,platen
platinum blond,ಪ್ಲಾಟಿನಂ ಹೊಂಬಣ್ಣದ,Platinum blonde
platter,ಫ್ಲ್ಯಾಟರ್,Platter
playboy,ಪ್ಲೇಬಾಯ್,Playboy
player,ಆಟಗಾರ,The player
plaza,ಪ್ಲಾಜಾ,The Plaza
plimsoll,plimsoll,plimsoll
ploughman's lunch,ಕೃಷಿಕ ತಂದೆಯ ಊಟದ,Plowman's lunch
plug,ಪ್ಲಗ್,Plug
plughole,plughole,plughole
plum,ಪ್ಲಮ್,Plum
plum pudding,ಪ್ಲಮ್ ಪುಡಿಂಗ್,Plum pudding
plum tomato,ಪ್ಲಮ್ ಟೊಮೆಟೊ,"Plum tomatoes,"
plumb level,ಆಳದಗುಂಡು ಮಟ್ಟದ,Plumb level
plumcot,plumcot,plumcot
plunger,ಕೊಳವೆಯ,The plunger
poached egg,ಬೇಯಿಸಿದ ಮೊಟ್ಟೆ,Boiled egg
poacher,ಬೇಟೆಗಾರ,The hunter
pochard,pochard,pochard
pocketcomb,pocketcomb,pocketcomb
pogonia,Pogonia,Pogonia
poinsettia,poinsettia,poinsettia
point,ಪಾಯಿಂಟ್,The point
point lace,ಪಾಯಿಂಟ್ ಕಸೂತಿ,Point lace
pointer,ಪಾಯಿಂಟರ್,Pointer
poisonous plant,ವಿಷಕಾರಿ ಸಸ್ಯ,Poisonous plant
poke milkweed,ಚುಚ್ಚುವ ಮಿಲ್ಕ್ ವೀಡ್,Poke Milkweed
poker plant,ಪೋಕರ್ ಸಸ್ಯ,Poker Plant
Polaroid camera,ಪೋಲರಾಯ್ಡ್ ಕ್ಯಾಮೆರಾ,Polaroid Camera
pole,ಯಾವುದೇ,Any
pole horse,ಧ್ರುವ ಕುದುರೆ,Pole horse
police dog,ಪೋಲಿಸ್ ಶ್ವಾನ,Police dog
political prisoner,ರಾಜಕೀಯ ಖೈದಿ,Political prisoner
polo,ಪೋಲೋ,Polo
polo ball,ಪೊಲೊ ಚೆಂಡು,Polo ball
polo shirt,ಪೊಲೋ ಅಂಗಿ,Polo Shirt
polychaete,polychaete,polychaete
polyhedral angle,Polyhedral ಕೋನವು,Polyhedral ಕೋನವು
Polynesian,ಪಾಲಿನೇಷ್ಯನ್,Polynesian
polyphemus moth,ಪಾಲಿಫೆಮಸ್ ಚಿಟ್ಟೆ,Polyphemus moth
Polyporus tenuiculus,ಪಾಲಿಪೊರಸ್ tenuiculus,ಪಾಲಿಪೊರಸ್ tenuiculus
pomade,ಕೇಶಾಂಜನ,Pomade
pomelo,ದ್ರಾಕ್ಷಿ,Grapes
pommel horse,ಪೊಮ್ಮೆಲ್ ಹಾರ್ಸ್,Pommel horse
pompano,POMPANO,POMPANO
pond pine,ಕೊಳದ ಪೈನ್,Pine Pond
pond scum,ಕೊಳದ ಕಲ್ಮಷ,Pond Scum
pongee,ಮೃದುವಾದ ಚೈನಾ ರೇಷ್ಮೆ,Pongee
pontifical,ಪಾಂಟಿಫಿಕಲ್,The Pontifical
pooch,pooch,pooch
poodle,ನಾಯಿಮರಿ,Doggie
pool table,ಸ್ನೂಕರ್ ಟೇಬಲ್,Pool table
poor box,ಕಳಪೆ ಬಾಕ್ಸ್,Poor Box
poorwill,poorwill,poorwill
pop tent,ಪಾಪ್ ಟೆಂಟ್,Pop Tent
popcorn,ಪಾಪ್ಕಾರ್ನ್,Popcorn
popgun,popgun,popgun
poppy mallow,ಗಸಗಸೆ ಮ್ಯಾಲೋ,Poppy Mallow
porcelain,ಪಿಂಗಾಣಿ,Ceramics
porgy,Porgy,Porgy
porker,porker,porker
porkfish,porkfish,porkfish
portal site,ಪೋರ್ಟಲ್ ಸೈಟ್,Portal Site
porthole,ಕಿಟಕಿಯನ್ನು,Window
portia tree,ಪೋರ್ಟಿಯಾ ಮರ,Portia tree
portiere,ಗೋಲ್ಕೀಪರ್,The goalkeeper
portrait lens,ಭಾವಚಿತ್ರ ಲೆನ್ಸ್,Portrait Lens
post chaise,ಪೋಸ್ಟ್ ಕುರ್ಚಿಯಲ್ಲಿ,Post a chair
post horn,ಪೋಸ್ಟ್ ಹಾರ್ನ್,Post Horn
post oak,ಪೋಸ್ಟ್ ಓಕ್,Post Oak
postage meter,ಅಂಚೆಯ ವೆಚ್ಚ ಮಾಪಕ,Postage meter
poster girl,ಪೋಸ್ಟರ್ ಗರ್ಲ್,Poster Girl
postern,ಪೋಸ್ಟರ್ನ್,Postern
posthouse,posthouse,posthouse
postulator,postulator,postulator
Postum,ಮರಣಾನಂತರ,After the death of
pot-au-feu,ಮಡಕೆ-ಔ ಫ್ಯೂ,Pot-au-feu
potato fungus,ಆಲೂಗೆಡ್ಡೆ ಶಿಲೀಂಧ್ರ,Potato fungus
potato tree,ಆಲೂಗೆಡ್ಡೆ ಮರ,Potato tree
potbelly,potbelly,potbelly
Potemkin village,ಸಮರನೌಕೆ ಗ್ರಾಮದ,The village battleship
potential divider,ಸಂಭಾವ್ಯ ವಿಭಾಜಕ,Potential divider
potherb,ಸೊಪ್ಪಿನ,Greens
pothole,ಹಳ್ಳಗಳನ್ನು,Pothole
pothos,ಕಾಮ,Lust
potpourri,ಪೋಟ್ಪುರ್ರಿ,Potpourri
potter bee,ಪಾಟರ್ ಬೀ,Potter Bee
poultice,ಸವರುವ,Poultice
pouter pigeon,ಬಗೆಯ ಪಾರಿವಾಳ ಪಾರಿವಾಳದ,Pouter pigeon
powder horn,ಪೌಡರ್ ಹಾರ್ನ್,Powder Horn
powder keg,ಪೌಡರ್ ಕೆಗ್,Powder Keg
powdered mustard,ಪುಡಿ ಸಾಸಿವೆ,Mustard powder
powdered sugar,ಸಕ್ಕರೆ ಪುಡಿ,Sugar powder
power line,ವಿದ್ಯುತ್ನ,Power
power mower,ವಿದ್ಯುತ್ ಮೊವರ್,Power mower
power saw,ವಿದ್ಯುತ್ ಗರಗಸದ,Power saw
prairie bird's-foot trefoil,ಹುಲ್ಲುಗಾವಲು ಪಕ್ಷಿ-ಕಾಲು Trefoil,Meadow bird's-foot Trefoil
prairie chicken,ಹುಲ್ಲುಗಾವಲು ಕೋಳಿ,Prairie chicken
prairie dog,ಹುಲ್ಲುಗಾವಲು ಶ್ವಾನ,Prairie dog
prairie gourd,ಹುಲ್ಲುಗಾವಲು ಬುರುಡೆ,Pasture fib
prairie rattlesnake,ಹುಲ್ಲುಗಾವಲು ಬುಡುಬುಡಿಕೆ,Prairie rattlesnake
prairie wake-robin,ಪು RaiRie ವೇಕ್ ರಾಬಿನ್,P RaiRie Wake Robin
prairie willow,ಹುಲ್ಲುಗಾವಲು ವಿಲೋ,Willow Meadow
pratincole,ಚಿಟವ,Courser
prayer shawl,ಪ್ರಾರ್ಥನೆ ಶಾಲು,Prayer shawl
praying mantis,ಪ್ರಾರ್ಥನೆ ಮಿಡತೆ,Praying mantis
predecessor,ಹಿಂದಿನ,Previous
prepuce,prepuce,prepuce
presence chamber,ಪ್ರಸ್ತುತ ಕೊಣೆ,Currently kone
presenter,ಪ್ರಸ್ತುತ ಪಡಿಸುವವ,Currently Eber
President of the United States,ಯುನೈಟೆಡ್ ಸ್ಟೇಟ್ಸ್ನ ಅಧ್ಯಕ್ಷ,The President of the United States
press box,ಪ್ರೆಸ್ಬಾಕ್ಸ್ನಲ್ಲಿ,Presbaksnalli
pressure cooker,ಹಬೆ ಪಾತ್ರೆ,Steam Bowl
pressure gauge,ಒತ್ತಡ ಗೇಜ್,Pressure gauge
pretzel,ಪ್ರೆಟ್ಜೆಲ್,Pretzel
prickly ash,ಮುಳ್ಳು ಬೂದಿ,Prickly ash
prickly pear,ಪೇರಲೆ,Prickly Pear
prickly poppy,ಮುಳ್ಳು ಗಸಗಸೆ,Prickly Poppy
Prima,ಮೊದಲ,First
prima donna,ಪ್ರೈಮಾ ಡೊನ್ನಾ,Prima Donna
primary coil,ಪ್ರಾಥಮಿಕ ಕಾಯಿಲ್,The primary coil
primary color for light,ಬೆಳಕಿನ ಪ್ರಾಥಮಿಕ ಬಣ್ಣ,The primary color of light
primrose,ಗಿಡ,Plant
Primus stove,ಮೊದಲ ಒಲೆ,The first stove
Prince Albert,ಪ್ರಿನ್ಸ್ ಆಲ್ಬರ್ಟ್,The Prince Albert
Prince Albert yew,ಪ್ರಿನ್ಸ್ ಆಲ್ಬರ್ಟ್ ಯೂ,Prince Albert Yu
prince charming,ರಾಜಕುಮಾರ ಆಕರ್ಷಕ,Prince Charming
princess royal,ಪ್ರಿನ್ಸಸ್ ರಾಯಲ್,Princess Royal
principal,ಪ್ರಮುಖ,The main
print,ಮುದ್ರಿಸಿ,Print
print media,ಮುದ್ರಣ ಮಾಧ್ಯಮದಲ್ಲಿ,Print media
printer,ಪ್ರಿಂಟರ್,The printer
printer cable,ಪ್ರಿಂಟರ್ ಕೇಬಲ್,Printer Cable
priory,ಪ್ರಿಯರಿ,Priory
private,ಖಾಸಗಿ,Private
private citizen,ಖಾಸಗಿ ನಾಗರಿಕ,A private citizen
privateer,privateer,privateer
privet hedge,ಹೈ ಹೆಡ್ಜ್,High Hedge
pro-lifer,ಪರ ಜೀವಾವಧಿ ಶಿಕ್ಷೆಗೆ ಗುರಿಯಾದವನು,Pro-lifer
probationer,ಪರೀಕ್ಷಾ ಅವಧಿಯಲ್ಲಿರುವ,Probationer
problem solver,ಸಮಸ್ಯೆ ಪರಿಹಾರಕ,Problem Solver
proboscis monkey,ಆನೆಯ ಸೊಂಡಿಲು ಮಂಕಿ,Proboscis monkey
proctor,ಪ್ರಾಕ್ಟರ್,Proctor
procurer,ಪಡೆಯಿರಿ,Get
professional baseball,ವೃತ್ತಿಪರ ಬೇಸ್ಬಾಲ್,Professional Baseball
professional basketball,ವೃತ್ತಿಪರ ಬ್ಯಾಸ್ಕೆಟ್ಬಾಲ್,Professional basketball
professional boxing,ವೃತ್ತಿಪರ ಬಾಕ್ಸಿಂಗ್,Professional boxing
professional tennis,ವೃತ್ತಿಪರ ಟೆನಿಸ್,Professional tennis
programmer,ಪ್ರೋಗ್ರಾಮರ್,Programmer
projectile,ಕ್ಷಿಪಣಿಯಂತೆ,Projectile
projector,ಪ್ರಕ್ಷೇಪಕ,Projector
prolonge,ವಿಸ್ತರಿಸುತ್ತದೆ,Expands
promoter,ಪ್ರವರ್ತಕ,Promoter
prompter,ಪ್ರೋತ್ಸಾಹಕ,Incentive
pronghorn,ಪ್ರಾನ್ಘಾರ್ನ್,Pronghorn
propeller,ಪ್ರೊಪೆಲ್ಲರ್,Propellers
propeller plane,ಪ್ರೊಪೆಲ್ಲರ್ ವಿಮಾನ,The propeller plane
property man,ಆಸ್ತಿ ವ್ಯಕ್ತಿ,Property man
propjet,ಗುಣಗಳನ್ನು,Properties
propulsion system,ಚಾಲನಾ ವ್ಯವಸ್ಥೆ,Driving system
proscenium arch,ರಂಗಸ್ಥಳ ಕಮಾನು,Proscenium arch
prosecutor,ಪ್ರಾಸಿಕ್ಯೂಟರ್,Prosecutor
prosimian,prosimian,prosimian
prospector,ಪ್ರಾಸ್ಪೆಕ್ಟರ್,Prospector
protea,ಪ್ರೋಟೀ,Protea
protectionist,ಆರ್ಥಿಕ ರಕ್ಷಣಾ,Protectionism
protegee,ಪೋಷಿತೆ,Protégée
protozoan,ಪ್ರೋಟೊಸೋವಗಳನ್ನು,The protozoan
provost marshal,ಪ್ರೌಢಶಾಲೆಯ ಮಾರ್ಷಲ್,Marshall High School
prune whip,ಕತ್ತರಿಸು ಚಾವಟಿ,Prune whip
pruner,pruner ಹೊಂದಿದೆ,has pruner
pruning saw,ಸಮರುವಿಕೆಯನ್ನು ಗರಗಸದ,Pruning saw
psalmist,ಕೀರ್ತನೆಗಾರನು,The psalmist
Pteropus hypomelanus,Pteropus hypomelanus,Pteropus hypomelanus
public address system,ಸಾರ್ವಜನಿಕ ಭಾಷಣ ವ್ಯವಸ್ಥೆಯನ್ನು,Public address system
public house,ಸಾರ್ವಜನಿಕ ಮನೆ,Public Houses
puck,ಪಕ್,Puck
pudding,ಪುಡಿಂಗ್,Pudding
pudge,ಗುಜ್ಜಾರಿ,Pudge
puerpera,ತಾಯಿಯ,Mother
puffer,ಬಫರ್,Buffer
puku,ವಸ್ತ್ರ,Tapestry
pulasan,ಬಾಹ್ಯರೂಪವನ್ನು,Outward appearance
pull,ಪುಲ್,Pull
pull chain,ಪುಲ್ ಸರಣಿ,Pull the chain
pump,ಪಂಪ್,Pump
pump well,ಚೆನ್ನಾಗಿ ಪಂಪ್,Well pumps
pumpkin,ಕುಂಬಳಕಾಯಿ,Pumpkin
pumpkin seed,ಕುಂಬಳಕಾಯಿ ಬೀಜ,Pumpkin seed
pumpkinseed,pumpkinseed,pumpkinseed
punch,ಪಂಚ್,Punch
punchboard,punchboard,punchboard
punctum,punctum,punctum
pungapung,pungapung,pungapung
Punjabi,ಪಂಜಾಬಿ,Punjabi
puppeteer,ಪಪಿಟೀಯರ್,Puppeteer
puppy,ನಾಯಿ,The dog
purchasing agent,ಖರೀದಿ ಏಜೆಂಟ್,Purchasing Agent
purdah,ಬುರ್ಖಾ ಪದ್ಧತಿಗಳು,Purdah
puree,ಕೆನೆಯಂತೆ,Creamy texture
purifier,ಶುದ್ದೀಕರಣ,Purifier
purl,ಪರ್ಲ್,Pearl
purple,ನೇರಳೆ,Purple
purple cress,ನೇರಳೆ ಜೊಂಡು,Purple cress
purple finch,ನೇರಳೆ ಫಿಂಚ್,Purple Finch
purple poppy mallow,ನೇರಳೆ ಗಸಗಸೆ ಮ್ಯಾಲೋ,Purple poppy mallow
purple sage,ಪರ್ಪಲ್ ಸೇಜ್,Purple Sage
purplish blue,ನೇರಳೆ ನೀಲಿ,Violet Blue
purse,ಪರ್ಸ್,Purse
push broom,ಪುಶ್ ಬ್ರೂಮ್,Push Broom
pusher,ವ್ಯಾಪಾರಿ,Trader
putz,ಪ್ಲಾಸ್ಟರ್,Plaster
Pygmy,ಪಿಗ್ಮಿ,Pygmy
pygmy cypress,ಪಿಗ್ಮಿ ಸೈಪ್ರೆಸ್,Pygmy cypress
pygmy marmoset,ಪಿಗ್ಮಿ Marmoset,Pygmy Marmoset
pylon,ಮಹಾದ್ವಾರದಲ್ಲಿ,Doorway
Pyrenees daisy,ಪೈರಿನೀಸ್ ಡೈಸಿ,Daisy Pyrenees
pyrethrum,ಕೀಟನಾಶಕ,Insecticide
pyromaniac,ಪೈರೊಮೆನಿಯಾ,Pyromaniac
python,ಹೆಬ್ಬಾವು,Python
pyx,ಪಿಕ್ಸ್,Picks
quack-quack,ಕ್ವಾಕ್-ಕ್ವಾಕ್,Quack-Quack
quad,ಕ್ವಾಡ್,Quad
quadrate,ಚೌಕಗಳನ್ನು,Squares
quadriplegic,quadriplegic,quadriplegic
quandong,quandong,quandong
quark cheese,ಕ್ವಾರ್ಕ್ ಚೀಸ್,Quark cheese
quarter horse,ಕ್ವಾರ್ಟರ್ ಹಾರ್ಸ್,Quarter Horse
quarterback,ಕ್ವಾರ್ಟರ್ಬ್ಯಾಕ್,Quarterback
quartermaster,ಕ್ವಾರ್ಟರ್ಮಾಸ್ಟರ್,Quartermaster
Quebecois,québécois,Quebec
queen,ರಾಣಿ,The Queen
queen consort,ರಾಣಿಯ ಗಂಡ,The Queen's Husband
queen triggerfish,ರಾಣಿ triggerfish,Queen triggerfish
quick bread,ಬ್ರೆಡ್ನ,Bread
quilt,ಗಾದಿ,Quilt
quipu,quipu,quipu
quirt,quirt,quirt
quitter,ರಜೆ,Vacation
rabbet,ಮೆಟ್ಟಿಲುವೆಜ್ಜ,Rabbet
rabbet joint,ಮೆಟ್ಟಿಲುವೆಜ್ಜ ಜಂಟಿ,Rabbet joint
rabbit,ಮೊಲದ,Rabbit
rabbiteye blueberry,rabbiteye ಬೆರಿಹಣ್ಣಿನ,rabbiteye blueberry
raccoon,ರಕೂನ್,Raccoon
raccoon dog,ರಕೂನ್ ನಾಯಿ,Raccoon dog
racer,ರೇಸರ್,Racer
racing boat,ರೇಸಿಂಗ್ ದೋಣಿ,Racing Boat
racquetball,ರಾಕೆಟ್ಬಾಲ್ನಲ್ಲಿ,Racquetball
radial,ರೇಡಿಯಲ್,Radial
radiator,ರೇಡಿಯೇಟರ್,Radiator
radio,ರೇಡಿಯೊ,Radio
radio compass,ರೇಡಿಯೊ ದಿಕ್ಸೂಚಿ,Radio compass
radio-phonograph,ರೇಡಿಯೋ ಫೊನೊಗ್ರಾಫ್,Radio-phonograph
radiologic technologist,ವಿಕಿರಣಶಾಸ್ತ್ರೀಯ ತಂತ್ರಜ್ಞರು,"Radiologic technologists,"
radiotelegraph,radiotelegraph,radiotelegraph
radiotelephone,ರೇಡಿಯೋಟೆಲಿಫೋನ್,Radiotelephone
radish,ಮೂಲಂಗಿ,Radish
raffia palm,ತಾಳೆ ಜಾತಿಯ ಮರ ತಾಳೆ,Raffia palm
raft,ರಾಫ್ಟ್,Raft
rafter,ರಾಫ್ಟ್ರ್ಗಳ,Rafter
rail,ರೈಲು,Train
railing,ಕಂಬಿಬೇಲಿ,Railing
railroad tunnel,ರೈಲು ಸುರಂಗ,Train Tunnel
rain barrel,ಮಳೆ ಬ್ಯಾರೆಲ್,Rain Barrel
rainbow lorikeet,ಕಾಮನಬಿಲ್ಲಿನ ಗಿಣಿ,Rainbow lorikeet
raincoat,ಮಳೆಯಂಗಿ,Raincoat
raiser,ವರ್ಧಕಗಳಲ್ಲಿ,Raiser
raisin,ಒಣದ್ರಾಕ್ಷಿ,Raisins
rambutan,ಇಂಡೋನೇಷ್ಯದಲ್ಲಿರುವ ಒಂದು,A indonesyadalliruva
ramekin,ಮೊಟ್ಟೆ,Egg
rampion,ಬಿಳಿಯ ಗಡ್ಡೆಯುಳ್ಳ ಒಂದು ಬಗೆಯ ಗಂಟುಹೂವಿನ ಗಿಡ,Rampion
ranch hand,ಕ್ಷೇತ್ರ ಕೈ,Ranch hand
range,ಶ್ರೇಣಿಯ,The range
range animal,ವ್ಯಾಪ್ತಿಯ ಪ್ರಾಣಿಗಳ,Range of animals
rapeseed,ರೇಪ್ಸೀಡ್,Rapeseed
rapier,ಚುಚ್ಚು,Prick
ratepayer,ತೆರಿಗೆದಾರ,Ratepayer
rathskeller,ರಾಥ್ಸ್ಕೆಲ್ಲರ್,Rathskellar
rattan,ರತ್ತನ್,Rattan
raven,ರಾವೆನ್,The Raven
ravine,ಕಮರಿಯನ್ನು,The ravine
razor,ರೇಜರ್,Razor
razor clam,ರೇಜರ್ ಮಳಿ,Razor clam
reactor,ರಿಯಾಕ್ಟರ್,Reactor
read-only memory chip,ಓದಲು ಮಾತ್ರ ಸ್ಮರಣೆ ಚಿಪ್,Read-only memory chip
reading lamp,ಓದುವ ದೀಪ,Reading lamp
readout,ಕೆಗಳು,Readout
receiver,ರಿಸೀವರ್,Receiver
receptacle,ರೆಸೆಪ್ಟಾಕಲ್,Receptacle
reception,ಆರತಕ್ಷತೆ,Reception
reception desk,ಸ್ವಾಗತ ಮೇಜಿನ,Welcome desk
reception room,ಸ್ವಾಗತ ಕೊಠಡಿ,Reception room
recipient,ಸ್ವೀಕರಿಸುವವರ,Receiver
recliner,ಒರಗಿಕೊಳ್ಳುವ,Recliner
record sleeve,ದಾಖಲೆ ಸ್ಲೀವ್,Record sleeve
recruit,ನೇಮಕ,Hired
recruiter,ಹೊಸದಾಗಿ,Newly
red alder,ಆವೃತ್ತಿ ವಯಸ್ಸಿನ,Version ages
red angel's trumpet,ಕೆಂಪು ದೇವತೆ ತುತ್ತೂರಿಯ,Red angel's trumpet
red ash,ಕೆಂಪು ಬೂದಿ,Red Ash
red cabbage,ಕೆಂಪು ಎಲೆಕೋಸು,Red Cabbage
red clover,ರೆಡ್ ಕ್ಲವರ್,Red Clover
red coral,ಕೆಂಪು ಹವಳ,Red coral
red eft,ಕೆಂಪು EFT,Red EFT
red grouse,ಕೆಂಪು ಗ್ರೌಸ್,Red Grouse
red haw,ಕೆಂಪು ಹಾಕು,Red Mouth
red helleborine,ಕೆಂಪು ಹೆಲ್ಲೆಬರೀನ್,Red helleborine
red maple,ಕೆಂಪು ಮೇಪಲ್,Red maple
red porgy,ಕೆಂಪು Porgy,Red Porgy
red sandalwood,ಕೆಂಪು ಶ್ರೀಗಂಧದ ಮರದಿಂದ,Red sandalwood
red shrubby penstemon,ಕೆಂಪು ಪೊದೆಗಳಿಂದ ತುಂಬಿದ penstemon,The red shrubby penstemon
red snapper,ಕೆಂಪು ಸ್ನಪ್ಪರ್,Red Snapper
red spruce,ಕೆಂಪು ಮರ,The Red Tree
red-backed sandpiper,ಕೆಂಪು ಬೆಂಬಲಿತ ಬಗೆಯ ಪಕ್ಷಿ,The red-backed sandpiper
red-bellied terrapin,ಕೆಂಪು ಹೊಟ್ಟೆಯ ಟೆರಾಪಿನ್,The red-bellied terrapin
red-breasted snipe,ಕೆಂಪು ಎದೆಯ ಉಲ್ಲಂಕಿ,Red-breasted snipe
red-flowered silky oak,ರೇಷ್ಮೆಯಂತಹ ಓಕ್ ಕೆಂಪು ಹೂಬಿಡುವುದು,Red-flowered silky oak
red-legged partridge,ಕೆಂಪು ಕಾಲಿನ ಪಕ್ಷಿ,The red-legged partridge
red-winged blackbird,ಕೆಂಪು ರೆಕ್ಕೆಯ ಬ್ಲಾಕ್ಬರ್ಡ್,Red-winged Blackbird
redbrick university,ಹೊಸದಾಗಿ ಸ್ಥಾಪಿತವಾದ ವಿಶ್ವವಿದ್ಯಾನಿಲಯವು,The newly established University
redcap,ಸೈನ್ಯದ ಪೊಲೀಸಿನವನು,Redcap
redhead,ಕೆಂಪು ಕೂದಲುಳ್ಳ,Redhead
redheaded woodpecker,redheaded ಮರಕುಟಿಗ,redheaded woodpecker
redhorse,redhorse,redhorse
redoubt,ಹಂಗಾಮಿ ಕೋಟೆ,Redoubt
redpoll,ಕೆಂಜುಟ್ಟು ಹಕ್ಕಿ,Redpoll
redstart,ಕೆಂಬಾಲ,Redstart
redtail,redtail,redtail
reducing diet,ಆಹಾರ ಕಡಿಮೆ,Eating Less
redwing,ಕೆಂಪುರೆಕ್ಕೆ ಹಕ್ಕಿ,Redwing
reed bunting,ರೀಡ್ ಬಂಟಿಂಗ್,Reed Bunting
reeler,reeler,reeler
refectory,ಭೋಜನ ಶಾಲೆ,Refectory
refrigerator,ರೆಫ್ರಿಜರೇಟರ್,Refrigerator
regalia,ರಾಜಲಾಂಛನಗಳು,Regalia
regimentals,regimentals,regimentals
Regius professor,ರಾಯಲ್ ಪ್ರೊಫೆಸರ್,Royal Professor
regulator,ನಿಯಂತ್ರಕ,The controller
release,ಬಿಡುಗಡೆ,Release
reliever,ಬಿಡುವು,Leisure
religious leader,ಧಾರ್ಮಿಕ ಮುಖಂಡ,Religious leader
